program,remote_per_byte,migration_per_byte,prefetch_per_byte,explicit_copy_per_byte,system_alloc_per_byte,managed_alloc_per_byte,device_alloc_per_byte,fixed_action_overhead_bytes,planner_overhead_fraction,candidate_plan,selector_plan,plans_identical,candidate_action_cost,selector_action_cost,candidate_decision_cost,selector_decision_cost,candidate_full_cost,selector_full_cost,costs_identical,candidate_only_residual,strict_positive_residual
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.01,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1314143.6099947572,1314143.6099947572,1147.0505,1147.0505,1315290.6604947571,1315290.6604947571,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.01,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1314143.6099947572,1314143.6099947572,11470.505000000001,11470.505000000001,1325614.114994757,1325614.114994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.01,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1582841.209994757,1582841.209994757,1147.0505,1147.0505,1583988.260494757,1583988.260494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.01,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1582841.209994757,1582841.209994757,11470.505000000001,11470.505000000001,1594311.714994757,1594311.714994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.01,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1314143.6099947572,1314143.6099947572,1147.0505,1147.0505,1315290.6604947571,1315290.6604947571,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.01,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1314143.6099947572,1314143.6099947572,11470.505000000001,11470.505000000001,1325614.114994757,1325614.114994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.01,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1582841.209994757,1582841.209994757,1147.0505,1147.0505,1583988.260494757,1583988.260494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.01,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1582841.209994757,1582841.209994757,11470.505000000001,11470.505000000001,1594311.714994757,1594311.714994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.03,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1323318.669994757,1323318.669994757,1147.0505,1147.0505,1324465.720494757,1324465.720494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.03,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1323318.669994757,1323318.669994757,11470.505000000001,11470.505000000001,1334789.174994757,1334789.174994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.03,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1592016.2699947571,1592016.2699947571,1147.0505,1147.0505,1593163.320494757,1593163.320494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.03,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1592016.2699947571,1592016.2699947571,11470.505000000001,11470.505000000001,1603486.774994757,1603486.774994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.03,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1323318.669994757,1323318.669994757,1147.0505,1147.0505,1324465.720494757,1324465.720494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.03,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1323318.669994757,1323318.669994757,11470.505000000001,11470.505000000001,1334789.174994757,1334789.174994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.03,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1592016.2699947571,1592016.2699947571,1147.0505,1147.0505,1593163.320494757,1593163.320494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.0,0.01,0.03,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1592016.2699947571,1592016.2699947571,11470.505000000001,11470.505000000001,1603486.774994757,1603486.774994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.01,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1299460.8259947572,1299460.8259947572,1147.0505,1147.0505,1300607.8764947571,1300607.8764947571,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.01,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1299460.8259947572,1299460.8259947572,11470.505000000001,11470.505000000001,1310931.3309947571,1310931.3309947571,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.01,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1568158.425994757,1568158.425994757,1147.0505,1147.0505,1569305.476494757,1569305.476494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.01,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1568158.425994757,1568158.425994757,11470.505000000001,11470.505000000001,1579628.930994757,1579628.930994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.01,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1299460.8259947572,1299460.8259947572,1147.0505,1147.0505,1300607.8764947571,1300607.8764947571,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.01,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1299460.8259947572,1299460.8259947572,11470.505000000001,11470.505000000001,1310931.3309947571,1310931.3309947571,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.01,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1568158.425994757,1568158.425994757,1147.0505,1147.0505,1569305.476494757,1569305.476494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.01,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1568158.425994757,1568158.425994757,11470.505000000001,11470.505000000001,1579628.930994757,1579628.930994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.03,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1308635.885994757,1308635.885994757,1147.0505,1147.0505,1309782.936494757,1309782.936494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.03,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1308635.885994757,1308635.885994757,11470.505000000001,11470.505000000001,1320106.390994757,1320106.390994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.03,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1577333.4859947572,1577333.4859947572,1147.0505,1147.0505,1578480.536494757,1578480.536494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.03,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1577333.4859947572,1577333.4859947572,11470.505000000001,11470.505000000001,1588803.990994757,1588803.990994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.03,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1308635.885994757,1308635.885994757,1147.0505,1147.0505,1309782.936494757,1309782.936494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.03,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1308635.885994757,1308635.885994757,11470.505000000001,11470.505000000001,1320106.390994757,1320106.390994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.03,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1577333.4859947572,1577333.4859947572,1147.0505,1147.0505,1578480.536494757,1578480.536494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.002,0.03,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1577333.4859947572,1577333.4859947572,11470.505000000001,11470.505000000001,1588803.990994757,1588803.990994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.01,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1314143.6099947572,1314143.6099947572,1147.0505,1147.0505,1315290.6604947571,1315290.6604947571,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.01,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1314143.6099947572,1314143.6099947572,11470.505000000001,11470.505000000001,1325614.114994757,1325614.114994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.01,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1582841.209994757,1582841.209994757,1147.0505,1147.0505,1583988.260494757,1583988.260494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.01,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1582841.209994757,1582841.209994757,11470.505000000001,11470.505000000001,1594311.714994757,1594311.714994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.01,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1314143.6099947572,1314143.6099947572,1147.0505,1147.0505,1315290.6604947571,1315290.6604947571,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.01,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1314143.6099947572,1314143.6099947572,11470.505000000001,11470.505000000001,1325614.114994757,1325614.114994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.01,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1582841.209994757,1582841.209994757,1147.0505,1147.0505,1583988.260494757,1583988.260494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.01,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1582841.209994757,1582841.209994757,11470.505000000001,11470.505000000001,1594311.714994757,1594311.714994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.03,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1323318.669994757,1323318.669994757,1147.0505,1147.0505,1324465.720494757,1324465.720494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.03,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1323318.669994757,1323318.669994757,11470.505000000001,11470.505000000001,1334789.174994757,1334789.174994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.03,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1592016.2699947571,1592016.2699947571,1147.0505,1147.0505,1593163.320494757,1593163.320494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.03,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1592016.2699947571,1592016.2699947571,11470.505000000001,11470.505000000001,1603486.774994757,1603486.774994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.03,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1323318.669994757,1323318.669994757,1147.0505,1147.0505,1324465.720494757,1324465.720494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.03,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1323318.669994757,1323318.669994757,11470.505000000001,11470.505000000001,1334789.174994757,1334789.174994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.03,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1592016.2699947571,1592016.2699947571,1147.0505,1147.0505,1593163.320494757,1593163.320494757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,0.9,1.2,0.01,0.03,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1592016.2699947571,1592016.2699947571,11470.505000000001,11470.505000000001,1603486.774994757,1603486.774994757,True,0.0,False
ALTIS_BFS_65536,0.4,1.0,1.1,0.8,0.002,0.01,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B1_UVM_DEMAND;graph_edges_immutable:B0_SYSTEM;graph_nodes_immutable:B0_SYSTEM,True,1332228.825994757,1332228.825994757,1147.0505,1147.0505,1333375.876494757,1333375.876494757,True,0.0,False
